tweetID,final_label1,hate_auto_label1,expliciteHateType1,hatecategory1,highlighted_terms1,highlighted_terms_label1,ImplicithateType1,Implicittaret1,rationale1,final_label2,hate_auto_label2,expliciteHateType2,hatecategory2,highlighted_terms2,highlighted_terms_label2,ImplicithateType2,Implicittaret2,rationale2,final_label3,hate_auto_label3,expliciteHateType3,hatecategory3,highlighted_terms3,highlighted_terms_label3,ImplicithateType3,Implicittaret3,rationale3,majority_label,majority_label_auto,auto_manual_agrees
874912696784879617,1,1,NONE,GROUP:RACE,SATANISM ;racists;,GROUP:RELIGION;GROUP:RACE;,INCITE VIOLENCE,Group:race and religion,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,"SATANISM;these Americans;stupid or baboons,;Trump;",DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;GROUP:GENDER;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,trump and his supporters,,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,racists;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,trump,,1,1,True
874352711042383873,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,do ;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871538177907019776,0,0,NONE,NONE,,,NONE,NONE,,1,1,INCITE VIOLENCE,GROUP:RACE,wanna ;,INCITE VIOLENCE;,INCITE VIOLENCE,violene,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
876444519532834817,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874474333292433409,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,arrest ;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,klay thompson,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875901113899380736,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
874412752512659456,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870109690205794306,0,0,NONE,NONE,,,NONE,NONE,,1,1,INCITE VIOLENCE,GROUP:OTHER,up in arms;killed;,DEROGATORY LANGUAGE;INCITE VIOLENCE;,INCITE VIOLENCE,other,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871186128971419653,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
876166244243832834,1,1,INCITE VIOLENCE,GROUP:RELIGION,Islam;war;,GROUP:RELIGION;INCITE VIOLENCE;,INCITE VIOLENCE,Islam,,1,1,NONE,GROUP:RELIGION,"UK A (non-Muslim) probation officer tells jihadi that Islam is peaceful He answers, “No. It is a religion of war.” https/…;",GROUP:RELIGION;,DEROGATORY LANGUAGE,INTENDED TARGET,,1,1,NONE,GROUP:OTHER,non;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,1,1,True
875006917634142208,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873645014550794241,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,god;,GROUP:BODY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869681653089615872,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
870006220916183042,1,1,INCITE VIOLENCE,GROUP:OTHER,lynching;,INCITE VIOLENCE;,INCITE VIOLENCE,others ,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
872567292298657792,0,0,NONE,NONE,person's ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
872415462705045508,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870123300722061313,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871127853315878912,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,Islamic;monsters;,GROUP:RELIGION;DEROGATORY LANGUAGE;,NONE,NONE,HATE SPEECH AGAINST ISLAM,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872813552490491906,0,0,NONE,NONE,,,NONE,NONE,,0,0,INCITE VIOLENCE,NONE,I need a blood slave...I will ensure you don't make it out alive.;,INCITE VIOLENCE;,NONE, I need a blood slave...I will ensure you don't make it out alive.,,0,0,NONE,NONE,? ;,GROUP:BODY;,NONE,none,,0,0,True
871398771803947010,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:RELIGION,Muslim terrorist;,GROUP:RELIGION;,DEROGATORY LANGUAGE,Muslims,,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,You are nothing but garbage;You are an example of why every Muslim terrorist will be erased from this earth very soon.;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,target individual,,1,1,True
875296727258943489,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,Nag salig nalang jud kay maau ko sa imuha;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,individual,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871103488599748610,1,0,NONE,NONE,,,NONE,NONE,"Tweet is extremely aggressive and hostile, but directed towards an athlete playing sports",0,0,DEROGATORY LANGUAGE,NONE,"piece of shit,;",DEROGATORY LANGUAGE;,NONE,NONE,,0,0,DEROGATORY LANGUAGE,NONE,fucking scumbag;disgrace;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,other,,0,0,True
871398419490910213,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:RACE,the ;,GROUP:GENDER;,INCITE VIOLENCE,violene,,0,0,True
869664259311120384,0,0,NONE,NONE,,,NONE,none,,1,1,NONE,GROUP:OTHER,when ;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,nigga;tf;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,1,1,True
871651877091291136,0,0,NONE,NONE,,,NONE,None,,1,1,NONE,GROUP:IDEOLOGY,my ;,GROUP:BODY;,DEROGATORY LANGUAGE,religion,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,blind adherence;liberal;,DEROGATORY LANGUAGE;GROUP:IDEOLOGY;,NONE,NONE,,1,1,True
875045857539874821,1,1,DEROGATORY LANGUAGE,GROUP:RACE,nigga Ben;fuck;shit is trash;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,black man,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,nigga;fuck;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,1,1,True
871396137797697536,1,1,NONE,GROUP:RELIGION,. Schools ;picture;,GROUP:IDEOLOGY;GROUP:RELIGION;,DEROGATORY LANGUAGE,RELIGION,,1,1,INCITE VIOLENCE,GROUP:IDEOLOGY,kil;shot up;Muslims;,INCITE VIOLENCE;INCITE VIOLENCE;GROUP:IDEOLOGY;,INCITE VIOLENCE,Muslims,,0,0,NONE,NONE,,,NONE,NONE,,1,1,True
874538195781693440,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,Goat fucking terrorists;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Other,,0,0,NONE,GROUP:IDEOLOGY,Leftie;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,True
871758701815889923,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870164400723722240,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875749762405994497,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,0,DEROGATORY LANGUAGE,NONE,I don't fuck with that movie;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,I don't fuck with that movie,,0,0,True
875072218753060866,0,0,NONE,NONE,,,NONE,NONE,,1,0,NONE,NONE,cum filled pussy;,GROUP:BODY;,NONE,cum filled pussy,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870461634279481344,1,0,DEROGATORY LANGUAGE,NONE,dumb ass bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE, dumb ass bitch,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872399478229172224,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875874375194615808,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
876085906528141313,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
871162707973738496,0,0,NONE,GROUP:RACE,crackers ; niggers;,GROUP:RACE;GROUP:RACE;,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,crackers;niggers;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,"Whites, blacks",,1,1,NONE,GROUP:IDEOLOGY,There's ;,GROUP:BODY;,DEROGATORY LANGUAGE,religion,,1,1,True
874730697533018112,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,1,INCITE VIOLENCE,GROUP:IDEOLOGY,liberal hippy-idealist attitude; \us vs. them\ mentality;,GROUP:IDEOLOGY;INCITE VIOLENCE;,INCITE VIOLENCE,The Establishment,,0,0,True
874848771389239299,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,GROUP:RACE,yall cant hold that shit agaimst white people anymore\ Lol‍;,GROUP:RACE;,NONE, yall cant hold that shit agaimst white people anymore\ Lol‍,,0,0,True
874300332603584513,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,fuck you;Obama haters;,DEROGATORY LANGUAGE;GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873928700491960320,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872035467155341312,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,climate ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871760530523869184,0,1,DEROGATORY LANGUAGE,GROUP:RACE,coon;ourselves;,DEROGATORY LANGUAGE;GROUP:RACE;,DEROGATORY LANGUAGE,Blacks,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872123329431298048,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:OTHER,-;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,0,0,True
871759054128939009,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870578802161852416,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875288565126537216,1,1,NONE,GROUP:RELIGION,failed chemistry hated religion;,GROUP:RELIGION;,DEROGATORY LANGUAGE,Rerligion,,0,0,NONE,NONE,,,NONE,NONE,The writer seems to be hating a school class not a group of people.,0,0,NONE,NONE,,,NONE,none,,0,0,True
874719712650940418,0,0,NONE,GROUP:IDEOLOGY,Liberal ;,GROUP:IDEOLOGY;,NONE,group ideology,,1,1,NONE,GROUP:IDEOLOGY,Liberal shit;,GROUP:IDEOLOGY;,DEROGATORY LANGUAGE,Liberal Shit,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871840440416436224,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:RACE,bitches mayor London rat ;,GROUP:RACE;,DEROGATORY LANGUAGE,bitches mayor London rat ,,0,0,True
874277272303415297,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
